var1,var2,value
build_p_otherpaved_200,build_near_dest,0.19909351628649655
parcel_Build_P,build_p_building_10,0.1965826625195548
build_p_building_10,parcel_Build_P,0.1965826625195548
build_p_grass_300,build_p_road_100,0.1949647415475041
build_p_road_100,build_p_grass_300,0.1949647415475041
build_min_dist_tree,build_p_otherpaved_100,0.19459675608315197
build_p_otherpaved_100,build_min_dist_tree,0.19459675608315197
parcel_Build_P,build_p_otherpaved_100,0.19432183415133425
build_p_otherpaved_100,parcel_Build_P,0.19432183415133425
build_min_dist_shrub,build_p_grass_100,0.19364478178145514
build_p_grass_100,build_min_dist_shrub,0.19364478178145514
build_p_grass_300,build_p_road_200,0.19328717685841823
build_p_road_200,build_p_grass_300,0.19328717685841823
build_near_build,build_p_shrub_10,0.19320620755476806
build_p_shrub_10,build_near_build,0.19320620755476806
parcel_Soil_P,build_p_shrub_100,0.19302667288698547
build_p_shrub_100,parcel_Soil_P,0.19302667288698547
build_p_tree_300,build_Mean_slope_30m_DEM,0.19301832377743264
build_Mean_slope_30m_DEM,build_p_tree_300,0.19301832377743264
build_p_otherpaved_100,build_Mean_builddens,0.1925239385382007
build_Mean_builddens,build_p_otherpaved_100,0.1925239385382007
parcel_Paved_P,build_p_grass_300,0.19107941830130823
build_p_grass_300,parcel_Paved_P,0.19107941830130823
build_near_dest,build_p_building_100,0.19097736618819405
build_p_building_100,build_near_dest,0.19097736618819405
build_p_tree_200,build_Mean_slope_30m_DEM,0.19028216962474995
build_Mean_slope_30m_DEM,build_p_tree_200,0.19028216962474995
build_p_tree_100,build_Mean_distroad,0.18934995163155027
build_Mean_distroad,build_p_tree_100,0.18934995163155027
parcel_Build_P,build_near_dest,0.18870460494886454
build_near_dest,parcel_Build_P,0.18870460494886454
build_min_dist_tree,build_p_soil_300,0.18696721942073896
build_p_soil_300,build_min_dist_tree,0.18696721942073896
build_p_grass_200,build_p_otherpaved_200,0.18580465852785033
build_p_otherpaved_200,build_p_grass_200,0.18580465852785033
ID_Build,build_p_grass_10,0.18494011331757784
build_p_grass_10,ID_Build,0.18494011331757784
build_near_build,parcel_Soil_P,0.18382117987670965
parcel_Soil_P,build_near_build,0.18382117987670965
parcel_Soil_P,build_Mean_distall_road,0.18361110311633705
build_Mean_distall_road,parcel_Soil_P,0.18361110311633705
ID_Build,build_p_grass_300,0.18227855285879524
build_p_grass_300,ID_Build,0.18227855285879524
build_p_grass_200,build_p_road_300,0.1801319822406727
build_p_road_300,build_p_grass_200,0.1801319822406727
build_min_dist_tree,parcel_Soil_P,0.1796446776102776
parcel_Soil_P,build_min_dist_tree,0.1796446776102776
build_p_shrub_10,build_p_shrub_300,0.1795267194909339
build_p_shrub_300,build_p_shrub_10,0.1795267194909339
ID_Build,parcel_Grass_P,0.17861418470523915
parcel_Grass_P,ID_Build,0.17861418470523915
parcel_Shrub_P,build_Mean_distall_road,0.17555056301183916
build_Mean_distall_road,parcel_Shrub_P,0.17555056301183916
parcel_Water_P,parcel_area,0.1740483547000438
parcel_area,parcel_Water_P,0.1740483547000438
build_near_dest,build_p_otherpaved_100,0.1738714867093877
build_p_otherpaved_100,build_near_dest,0.1738714867093877
parcel_Can_P,build_Mean_slope_30m_DEM,0.17330752944197764
build_Mean_slope_30m_DEM,parcel_Can_P,0.17330752944197764
damage_severity,build_Mean_slope_30m_DEM,0.17290476667578117
build_Mean_slope_30m_DEM,damage_severity,0.17290476667578117
build_min_dist_tree,build_p_soil_10,0.17236754416419003
build_p_soil_10,build_min_dist_tree,0.17236754416419003
build_min_dist_shrub,build_p_road_100,0.17095484855405094
build_p_road_100,build_min_dist_shrub,0.17095484855405094
damage_binary,build_Mean_slope_30m_DEM,0.16769917797355482
build_Mean_slope_30m_DEM,damage_binary,0.16769917797355482
build_Mean_distall_road,build_Mean_slope_30m_DEM,0.1658356489242921
build_Mean_slope_30m_DEM,build_Mean_distall_road,0.1658356489242921
build_min_dist_tree,build_Mean_distall_road,0.16441027237847994
build_Mean_distall_road,build_min_dist_tree,0.16441027237847994
build_p_otherpaved_300,build_p_road_200,0.16220892223960423
build_p_road_200,build_p_otherpaved_300,0.16220892223960423
parcel_Paved_P,build_p_grass_200,0.16210077820461066
build_p_grass_200,parcel_Paved_P,0.16210077820461066
build_p_grass_100,build_p_otherpaved_300,0.16080341951604812
build_p_otherpaved_300,build_p_grass_100,0.16080341951604812
build_p_soil_10,build_Mean_distall_road,0.160659489256151
build_Mean_distall_road,build_p_soil_10,0.160659489256151
build_p_otherpaved_200,build_p_road_300,0.16044518439360184
build_p_road_300,build_p_otherpaved_200,0.16044518439360184
ID_Build,build_p_grass_200,0.16024509250616017
build_p_grass_200,ID_Build,0.16024509250616017
parcel_Grass_P,build_p_otherpaved_200,0.16020668193921872
build_p_otherpaved_200,parcel_Grass_P,0.16020668193921872
build_p_building_100,build_p_grass_100,0.16015044086701757
build_p_grass_100,build_p_building_100,0.16015044086701757
build_Mean_elev_30m,build_Mean_slope_30m_DEM,0.15994279181942087
build_Mean_slope_30m_DEM,build_Mean_elev_30m,0.15994279181942087
build_p_grass_200,build_p_road_100,0.15985490872436559
build_p_road_100,build_p_grass_200,0.15985490872436559
build_area,build_p_otherpaved_10,0.1597891831702818
build_p_otherpaved_10,build_area,0.1597891831702818
parcel_Paved_P,build_p_road_200,0.15942970010889676
build_p_road_200,parcel_Paved_P,0.15942970010889676
build_Mean_elev_100m,build_Mean_slope_30m_DEM,0.15606484835454199
build_Mean_slope_30m_DEM,build_Mean_elev_100m,0.15606484835454199
damage_severity,build_p_soil_200,0.15564573830171546
build_p_soil_200,damage_severity,0.15564573830171546
build_min_dist_shrub,build_p_otherpaved_200,0.15506628500737268
build_p_otherpaved_200,build_min_dist_shrub,0.15506628500737268
build_p_grass_200,build_p_road_200,0.15487504334996693
build_p_road_200,build_p_grass_200,0.15487504334996693
parcel_Grass_P,parcel_Paved_P,0.15442519298218335
parcel_Paved_P,parcel_Grass_P,0.15442519298218335
build_area,parcel_Build_P,0.1526455636057304
parcel_Build_P,build_area,0.1526455636057304
build_p_water_100,build_Mean_distroad,0.14902629247838287
build_Mean_distroad,build_p_water_100,0.14902629247838287
build_min_dist_shrub,parcel_Paved_P,0.14890359534015396
parcel_Paved_P,build_min_dist_shrub,0.14890359534015396
build_min_dist_tree,build_p_otherpaved_200,0.14871172908976657
build_p_otherpaved_200,build_min_dist_tree,0.14871172908976657
damage_binary,build_p_soil_200,0.14869347135169825
build_p_soil_200,damage_binary,0.14869347135169825
ID_Build,parcel_Paved_P,0.1482184494036755
parcel_Paved_P,ID_Build,0.1482184494036755
build_p_building_10,build_p_otherpaved_200,0.14821587194489363
build_p_otherpaved_200,build_p_building_10,0.14821587194489363
build_p_water_10,build_p_water_200,0.14811494822764046
build_p_water_200,build_p_water_10,0.14811494822764046
build_min_dist_tree,build_p_building_10,0.14724470002367887
build_p_building_10,build_min_dist_tree,0.14724470002367887
damage_severity,parcel_Can_P,0.14692626465174863
parcel_Can_P,damage_severity,0.14692626465174863
damage_binary,parcel_Can_P,0.14587918358547153
parcel_Can_P,damage_binary,0.14587918358547153
build_p_building_10,build_p_otherpaved_300,0.14449309830891952
build_p_otherpaved_300,build_p_building_10,0.14449309830891952
parcel_Paved_P,build_near_dest,0.14370340602830675
build_near_dest,parcel_Paved_P,0.14370340602830675
build_p_grass_100,build_p_road_300,0.14364510117348236
build_p_road_300,build_p_grass_100,0.14364510117348236
damage_severity,build_p_soil_300,0.1433319744717031
build_p_soil_300,damage_severity,0.1433319744717031
damage_binary,build_p_tree_100,0.14304216738437428
build_p_tree_100,damage_binary,0.14304216738437428
parcel_Can_P,build_Mean_distroad,0.1428059525343329
build_Mean_distroad,parcel_Can_P,0.1428059525343329
build_near_build,build_p_soil_10,0.1427807912946896
build_p_soil_10,build_near_build,0.1427807912946896
damage_severity,build_p_tree_100,0.14273752042790433
build_p_tree_100,damage_severity,0.14273752042790433
build_min_dist_shrub,build_p_grass_10,0.1421850161872046
build_p_grass_10,build_min_dist_shrub,0.1421850161872046
parcel_Grass_P,build_near_dest,0.14168173351517188
build_near_dest,parcel_Grass_P,0.14168173351517188
damage_binary,build_p_tree_300,0.14004154788109027
build_p_tree_300,damage_binary,0.14004154788109027
damage_severity,build_p_soil_100,0.13944915626057516
build_p_soil_100,damage_severity,0.13944915626057516
damage_severity,build_p_tree_300,0.1388466983850799
build_p_tree_300,damage_severity,0.1388466983850799
damage_binary,build_p_soil_300,0.1365285686344508
build_p_soil_300,damage_binary,0.1365285686344508
build_p_building_10,build_p_otherpaved_100,0.1364202099973338
build_p_otherpaved_100,build_p_building_10,0.1364202099973338
build_p_shrub_100,parcel_area,0.1344157734858128
parcel_area,build_p_shrub_100,0.1344157734858128
damage_binary,build_p_tree_200,0.13387922139578093
build_p_tree_200,damage_binary,0.13387922139578093
damage_binary,build_p_soil_100,0.13373944907074886
build_p_soil_100,damage_binary,0.13373944907074886
damage_severity,build_p_tree_200,0.13274976825592533
build_p_tree_200,damage_severity,0.13274976825592533
build_near_dest,build_p_grass_300,0.13229154163371495
build_p_grass_300,build_near_dest,0.13229154163371495
build_near_build,build_Mean_elev_30m,0.13210768331599798
build_Mean_elev_30m,build_near_build,0.13210768331599798
parcel_Shrub_P,build_p_shrub_10,0.13189733232679568
build_p_shrub_10,parcel_Shrub_P,0.13189733232679568
build_p_grass_300,build_p_otherpaved_100,0.1311648037640524
build_p_otherpaved_100,build_p_grass_300,0.1311648037640524
build_near_build,build_Mean_elev_100m,0.13076418289300243
build_Mean_elev_100m,build_near_build,0.13076418289300243
build_p_grass_100,build_p_road_200,0.12933714912260033
build_p_road_200,build_p_grass_100,0.12933714912260033
build_p_shrub_300,build_Mean_elev_30m,0.1282569901463556
build_Mean_elev_30m,build_p_shrub_300,0.1282569901463556
build_p_building_10,build_p_road_300,0.12820805085111728
build_p_road_300,build_p_building_10,0.12820805085111728
damage_severity,parcel_Shrub_P,0.1281031504575016
parcel_Shrub_P,damage_severity,0.1281031504575016
build_p_shrub_10,build_Mean_distall_road,0.12784065723837673
build_Mean_distall_road,build_p_shrub_10,0.12784065723837673
ID_Build,build_p_grass_100,0.1268623930459953
build_p_grass_100,ID_Build,0.1268623930459953
build_p_water_300,parcel_area,0.1266039355501705
parcel_area,build_p_water_300,0.1266039355501705
build_p_shrub_300,build_Mean_elev_100m,0.12598818069677686
build_Mean_elev_100m,build_p_shrub_300,0.12598818069677686
build_p_shrub_10,build_Mean_slope_30m_DEM,0.12557310432868957
build_Mean_slope_30m_DEM,build_p_shrub_10,0.12557310432868957
build_overhang_ht,parcel_Water_P,0.12479107001952769
parcel_Water_P,build_overhang_ht,0.12479107001952769
damage_binary,parcel_Shrub_P,0.1246493685305977
parcel_Shrub_P,damage_binary,0.1246493685305977
build_min_dist_shrub,build_Mean_aspect_100m_DEM,0.12277857065193927
build_Mean_aspect_100m_DEM,build_min_dist_shrub,0.12277857065193927
build_p_soil_100,build_Mean_elev_30m,0.12103531661325796
build_Mean_elev_30m,build_p_soil_100,0.12103531661325796
build_p_building_100,build_p_otherpaved_10,0.12083464457959575
build_p_otherpaved_10,build_p_building_100,0.12083464457959575
parcel_Water_P,build_p_tree_100,0.12069785602149714
build_p_tree_100,parcel_Water_P,0.12069785602149714
build_p_shrub_300,build_Mean_distroad,0.11966860910929727
build_Mean_distroad,build_p_shrub_300,0.11966860910929727
build_near_dest,build_p_grass_200,0.11928462094072183
build_p_grass_200,build_near_dest,0.11928462094072183
build_near_dest,build_p_road_300,0.11851775188060905
build_p_road_300,build_near_dest,0.11851775188060905
build_p_building_10,build_p_road_200,0.11849366093480611
build_p_road_200,build_p_building_10,0.11849366093480611
build_min_dist_tree,build_p_otherpaved_300,0.11823320101358738
build_p_otherpaved_300,build_min_dist_tree,0.11823320101358738
build_p_soil_100,build_Mean_elev_100m,0.11711053748348767
build_Mean_elev_100m,build_p_soil_100,0.11711053748348767
build_p_grass_100,build_p_otherpaved_200,0.11669720043887648
build_p_otherpaved_200,build_p_grass_100,0.11669720043887648
build_p_water_10,build_p_water_300,0.1147449374941136
build_p_water_300,build_p_water_10,0.1147449374941136
parcel_Can_P,build_Mean_elev_100m,0.11417030280278616
build_Mean_elev_100m,parcel_Can_P,0.11417030280278616
build_near_build,build_min_dist_tree,0.11371763543260778
build_min_dist_tree,build_near_build,0.11371763543260778
build_area,build_p_grass_100,0.11363619278749974
build_p_grass_100,build_area,0.11363619278749974
build_p_water_200,parcel_area,0.11304981449985373
parcel_area,build_p_water_200,0.11304981449985373
build_p_otherpaved_100,build_p_road_300,0.11181461807634763
build_p_road_300,build_p_otherpaved_100,0.11181461807634763
parcel_Can_P,build_Mean_elev_30m,0.11144068816723876
build_Mean_elev_30m,parcel_Can_P,0.11144068816723876
build_p_shrub_200,parcel_area,0.11020693367560044
parcel_area,build_p_shrub_200,0.11020693367560044
build_p_grass_10,build_p_otherpaved_300,0.11010466248639733
build_p_otherpaved_300,build_p_grass_10,0.11010466248639733
parcel_Paved_P,build_p_grass_100,0.10980080855867672
build_p_grass_100,parcel_Paved_P,0.10980080855867672
build_near_dest,build_p_road_200,0.10944535853474886
build_p_road_200,build_near_dest,0.10944535853474886
build_p_grass_100,build_p_road_100,0.10915562716435297
build_p_road_100,build_p_grass_100,0.10915562716435297
build_min_dist_shrub,build_Mean_aspect_30m_DEM,0.10897029822713544
build_Mean_aspect_30m_DEM,build_min_dist_shrub,0.10897029822713544
build_p_otherpaved_200,build_p_road_200,0.1082915609436504
build_p_road_200,build_p_otherpaved_200,0.1082915609436504
damage_severity,build_p_shrub_300,0.10739293804136411
build_p_shrub_300,damage_severity,0.10739293804136411
build_near_dest,build_p_grass_10,0.10700613104243478
build_p_grass_10,build_near_dest,0.10700613104243478
build_p_building_200,build_p_otherpaved_10,0.10678222166601839
build_p_otherpaved_10,build_p_building_200,0.10678222166601839
build_p_tree_10,build_Mean_distroad,0.10661441232828751
build_Mean_distroad,build_p_tree_10,0.10661441232828751
build_p_grass_200,build_p_otherpaved_100,0.10629949500044099
build_p_otherpaved_100,build_p_grass_200,0.10629949500044099
build_p_otherpaved_300,build_p_road_100,0.10513173133983526
build_p_road_100,build_p_otherpaved_300,0.10513173133983526
damage_severity,parcel_Soil_P,0.10499397716717226
parcel_Soil_P,damage_severity,0.10499397716717226
build_near_build,parcel_area,0.10413048660728683
parcel_area,build_near_build,0.10413048660728683
ID_Build,build_area,0.1034093753397634
build_area,ID_Build,0.1034093753397634
build_p_shrub_300,parcel_area,0.10324926266916519
parcel_area,build_p_shrub_300,0.10324926266916519
build_p_building_100,build_p_road_10,0.10296674321332
build_p_road_10,build_p_building_100,0.10296674321332
build_p_shrub_10,build_p_soil_100,0.10291348943761217
build_p_soil_100,build_p_shrub_10,0.10291348943761217
build_p_building_300,build_p_otherpaved_10,0.10272006024555966
build_p_otherpaved_10,build_p_building_300,0.10272006024555966
damage_binary,build_p_shrub_300,0.10131701644411345
build_p_shrub_300,damage_binary,0.10131701644411345
build_min_dist_tree,build_p_shrub_100,0.10097949849838167
build_p_shrub_100,build_min_dist_tree,0.10097949849838167
build_p_road_10,build_p_road_100,0.10093369810608022
build_p_road_100,build_p_road_10,0.10093369810608022
damage_severity,build_Mean_distroad,0.10082093972705802
build_Mean_distroad,damage_severity,0.10082093972705802
build_area,build_p_grass_10,0.10053598914256613
build_p_grass_10,build_area,0.10053598914256613
damage_binary,build_Mean_distroad,0.10034600712431865
build_Mean_distroad,damage_binary,0.10034600712431865
damage_binary,parcel_Soil_P,0.10016503691058343
parcel_Soil_P,damage_binary,0.10016503691058343
build_area,build_Mean_builddens,0.0990158769241404
build_Mean_builddens,build_area,0.0990158769241404
parcel_Shrub_P,build_Mean_elev_30m,0.09881049945288047
build_Mean_elev_30m,parcel_Shrub_P,0.09881049945288047
build_p_shrub_200,build_Mean_elev_30m,0.0987322784252012
build_Mean_elev_30m,build_p_shrub_200,0.0987322784252012
build_p_tree_300,build_Mean_elev_100m,0.09780207488751705
build_Mean_elev_100m,build_p_tree_300,0.09780207488751705
parcel_Shrub_P,build_Mean_elev_100m,0.09742683227783289
build_Mean_elev_100m,parcel_Shrub_P,0.09742683227783289
build_near_dest,build_p_grass_100,0.09732835167900229
build_p_grass_100,build_near_dest,0.09732835167900229
build_p_shrub_200,build_Mean_elev_100m,0.09689017346540144
build_Mean_elev_100m,build_p_shrub_200,0.09689017346540144
parcel_Water_P,build_p_tree_200,0.0965965466203997
build_p_tree_200,parcel_Water_P,0.0965965466203997
build_p_soil_200,build_Mean_elev_30m,0.09611503785174304
build_Mean_elev_30m,build_p_soil_200,0.09611503785174304
