Variable,Importance,Model,n_tree
build_p_shrub_200,5.597511003479442,cf_dins_binary,500
parcel_area,5.3742350417276095,cf_dins_binary,500
build_Mean_aspect_100m_DEM,5.094338047417865,cf_dins_binary,500
build_p_tree_100,5.0017758922756945,cf_dins_binary,500
parcel_Road_P,4.821189902194935,cf_dins_binary,500
build_VEGCLEARAN,4.380598459893281,cf_dins_binary,500
build_p_building_10,4.351563522016744,cf_dins_binary,500
build_p_otherpaved_100,4.292861101292537,cf_dins_binary,500
build_EXTERIORSI,4.214575748700256,cf_dins_binary,500
build_PROPANETAN,3.8591174357363935,cf_dins_binary,500
build_p_soil_100,3.697608396275586,cf_dins_binary,500
build_has_tree_overhang,3.6898777247851156,cf_dins_binary,500
build_p_soil_300,3.332313665703705,cf_dins_binary,500
parcel_Shrub_P,3.254379379470055,cf_dins_binary,500
build_p_otherpaved_10,3.203695792405011,cf_dins_binary,500
build_p_grass_10,3.155480213872256,cf_dins_binary,500
build_near_build,3.0935833667991313,cf_dins_binary,500
build_p_shrub_100,2.9087933726935846,cf_dins_binary,500
build_p_soil_200,2.806958665609754,cf_dins_binary,500
build_p_road_200,2.383731536534508,cf_dins_binary,500
build_Mean_slope_30m_DEM,2.316014968103626,cf_dins_binary,500
build_p_road_10,2.238421938395571,cf_dins_binary,500
build_Mean_distall_road,1.793790145820479,cf_dins_binary,500
build_Mean_aspect_30m_DEM,1.686199752037406,cf_dins_binary,500
build_p_water_300,1.5344154857476109,cf_dins_binary,500
build_p_road_300,1.4971232548812659,cf_dins_binary,500
parcel_Water_P,1.3007162926130276,cf_dins_binary,500
build_perc_overhang,1.299456206166946,cf_dins_binary,500
build_p_grass_300,1.1915898580165971,cf_dins_binary,500
build_min_dist_tree,0.923695483772681,cf_dins_binary,500
build_p_tree_10,0.7721843154777808,cf_dins_binary,500
parcel_Soil_P,0.7006706563458887,cf_dins_binary,500
build_p_water_100,0.4258687906707333,cf_dins_binary,500
build_overhang_ht,0.38110120468421566,cf_dins_binary,500
build_p_shrub_10,0.09694588361726818,cf_dins_binary,500
build_p_water_200,0.08762807513617257,cf_dins_binary,500
build_p_water_10,0,cf_dins_binary,500
build_p_soil_10,-0.42645145762044673,cf_dins_binary,500
build_p_road_100,-0.7088352528660544,cf_dins_binary,500
