OBJECTID,IN_FID,Near_exp_dist,Near_exp_rank,Near_dest,Near_dst_rank
5365,2683,187.4996963,1,0,1
5366,2683,896.189091,2,11.49053964,2
5367,2684,1118.666402,1,0,1
5368,2684,1156.514672,2,6.556802656,2
5369,2685,367.0739067,1,0,1
5370,2685,686.5061212,2,15.51275407,2
5371,2686,1136.648227,1,0,1
5372,2686,1176.504449,2,3.452755634,2
5373,2687,206.220877,1,0,1
5374,2687,852.1623202,2,1.288521452,2
5375,2688,0,1,0,1
5376,2688,113.2739028,2,22.29461594,2
5377,2689,40.40946471,1,0,1
5378,2689,103.176011,2,40.40946471,2
5379,2690,380.4484127,1,0,1
5380,2690,411.5414355,2,11.44189815,2
5381,2691,693.6113502,1,0,1
5382,2691,733.4558874,2,12.96713745,2
5383,2692,206.4155365,1,0,1
5384,2692,868.1092639,2,1.288521452,2
5385,2693,1146.876949,1,0,1
5386,2693,1188.095308,2,3.452755634,2
5387,2694,677.8159921,1,0,1
5388,2694,842.3388644,2,16.14655453,2
5389,2695,186.5788409,1,0,1
5390,2695,196.8647134,2,6.369645999,2
5391,2696,22.29461594,1,0,1
5392,2696,23.79815247,2,22.29461594,2
5393,2697,421.0345768,1,0,1
5394,2697,438.4772255,2,18.89062078,2
5395,2698,0,1,0,1
5396,2698,8.287373688,2,8.287373688,2
5397,2699,15.49466473,1,0,1
5398,2699,76.01118624,2,15.49466473,2
5399,2700,293.3228142,1,0,1
5400,2700,608.2236945,2,87.44436009,2
5401,2701,0,1,0,1
5402,2701,39.04148314,2,39.04148314,2
5403,2702,311.2617719,1,0,1
5404,2702,325.0971836,2,8.454263355,2
5405,2703,602.6347987,1,0,1
5406,2703,662.9402547,2,70.06758087,2
5407,2704,143.2999107,1,0,1
5408,2704,143.8827756,2,143.2999107,2
5409,2705,42.40973393,1,0,1
5410,2705,85.21466181,2,42.40973393,2
5411,2706,0,1,0,1
5412,2706,105.0282518,2,40.40946471,2
5413,2707,1203.26419,1,0,1
5414,2707,1248.645054,2,6.861849554,2
5415,2708,470.3627251,1,0,1
5416,2708,490.0818455,2,2.902578417,2
5417,2709,250.616748,1,0,1
5418,2709,449.1047157,2,14.28542654,2
5419,2710,1256.755858,1,0,1
5420,2710,1305.627008,2,5.690352652,2
5421,2711,0,1,0,1
5422,2711,17.25361858,2,17.25361858,2
5423,2712,193.0728702,1,0,1
5424,2712,217.4891332,2,6.369645999,2
5425,2713,0,1,0,1
5426,2713,8.287373688,2,8.287373688,2
5427,2714,54.0350845,1,0,1
5428,2714,249.3306869,2,54.0350845,2
5429,2715,1810.521441,1,0,1
5430,2715,1953.079802,2,11.78278522,2
5431,2716,0,1,0,1
5432,2716,17.25361858,2,17.25361858,2
5433,2717,151.8659548,1,0,1
5434,2717,348.969293,2,14.28542654,2
5435,2718,699.9479009,1,0,1
5436,2718,735.7981802,2,12.63470799,2
5437,2719,1433.162741,1,0,1
5438,2719,1470.264491,2,8.040911447,2
5439,2720,555.3938157,1,0,1
5440,2720,583.0877677,2,2.902578417,2
5441,2721,1841.533811,1,0,1
5442,2721,1985.689854,2,4.040023166,2
5443,2722,1726.946043,1,0,1
5444,2722,1807.345003,2,8.527782559,2
5445,2723,0,1,0,1
5446,2723,107.0492776,2,13.03087264,2
5447,2724,1773.271438,1,0,1
5448,2724,1890.548852,2,8.527782559,2
5449,2725,0,1,0,1
5450,2725,105.0282518,2,54.0350845,2
5451,2726,0,1,0,1
5452,2726,113.2739028,2,23.79815247,2
5453,2727,1278.173794,1,0,1
5454,2727,1328.336773,2,5.690352652,2
5455,2728,0,1,0,1
5456,2728,76.27010505,2,15.49466473,2
5457,2729,658.6937393,1,0,1
5458,2729,682.6287082,2,51.16433355,2
5459,2730,0,1,0,1
5460,2730,39.04148314,2,39.04148314,2
5461,2731,29.18424412,1,0,1
5462,2731,69.89339161,2,24.21878235,2
5463,2732,377.5771079,1,0,1
5464,2732,480.6460292,2,48.55376788,2
5465,2733,1361.99682,1,0,1
5466,2733,1386.093041,2,6.906484481,2
5467,2734,1827.479298,1,0,1
5468,2734,2014.289777,2,4.040023166,2
5469,2735,23.12925252,1,0,1
5470,2735,43.72827514,2,23.12925252,2
5471,2736,457.4444532,1,0,1
5472,2736,888.5547029,2,20.23562452,2
5473,2737,346.8804352,1,0,1
5474,2737,367.2807715,2,8.454263355,2
5475,2738,570.0544871,1,0,1
5476,2738,708.0176214,2,75.05820581,2
5477,2739,277.314782,1,0,1
5478,2739,411.2192567,2,48.55376788,2
5479,2740,13.03087264,1,0,1
5480,2740,204.8394166,2,13.03087264,2
5481,2741,224.3002888,1,0,1
5482,2741,862.7735416,2,31.66400338,2
5483,2742,259.4866667,1,0,1
5484,2742,561.8567761,2,15.51275407,2
5485,2743,1371.852896,1,0,1
5486,2743,1508.40153,2,18.63004664,2
5487,2744,11.76613365,1,0,1
5488,2744,333.7503817,2,11.76613365,2
5489,2745,109.6937819,1,0,1
5490,2745,225.1785235,2,33.06184295,2
5491,2746,0,1,0,1
5492,2746,15.55263161,2,15.55263161,2
5493,2747,221.2872443,1,0,1
5494,2747,278.1514917,2,4.311850147,2
5495,2748,715.4912003,1,0,1
5496,2748,722.0423189,2,12.63470799,2
5497,2749,611.0796566,1,0,1
5498,2749,625.3277874,2,0.95826057,2
5499,2750,1356.161305,1,0,1
5500,2750,1451.015146,2,18.63004664,2
5501,2751,0,1,0,1
5502,2751,15.55263161,2,15.55263161,2
5503,2752,209.4340098,1,0,1
5504,2752,313.0001466,2,209.4340098,2
5505,2753,296.3437486,1,0,1
5506,2753,340.4203341,2,4.311850147,2
5507,2754,74.13698824,1,0,1
5508,2754,124.6012006,2,24.21878235,2
5509,2755,685.5431882,1,0,1
5510,2755,706.3523484,2,38.5591876,2
5511,2756,49.42419282,1,0,1
5512,2756,150.9901146,2,49.42419282,2
5513,2757,1758.319388,1,0,1
5514,2757,2258.02903,2,60.86015199,2
5515,2758,466.3680136,1,0,1
5516,2758,498.0941237,2,4.36944416,2
5517,2759,17.80349138,1,0,1
5518,2759,77.11413529,2,17.46974452,2
5519,2760,0,1,0,1
5520,2760,18.46621782,2,18.46621782,2
5521,2761,645.1928363,1,0,1
5522,2761,693.3477727,2,51.16433355,2
5523,2762,0,1,0,1
5524,2762,216.1265995,2,11.76613365,2
5525,2763,1315.243619,1,0,1
5526,2763,1478.03893,2,4.863056246,2
5527,2764,556.7587862,1,0,1
5528,2764,589.5114664,2,0.95826057,2
5529,2765,211.9762407,1,0,1
5530,2765,326.3658197,2,25.01420946,2
5531,2766,1301.991157,1,0,1
5532,2766,1459.802422,2,11.04921676,2
5533,2767,1304.484337,1,0,1
5534,2767,1465.049783,2,8.2270478,2
5535,2768,720.8166481,1,0,1
5536,2768,754.6237071,2,7.99360682,2
5537,2769,1297.269307,1,0,1
5538,2769,1451.134271,2,11.04921676,2
5539,2770,443.7409838,1,0,1
5540,2770,855.9476967,2,20.23562452,2
5541,2771,104.0344421,1,0,1
5542,2771,217.1304017,2,34.38529,2
5543,2772,0,1,0,1
5544,2772,52.5199866,2,23.12925252,2
5545,2773,217.6484795,1,0,1
5546,2773,397.2541945,2,41.53365424,2
5547,2774,417.7035808,1,0,1
5548,2774,469.5218752,2,2.507393336,2
5549,2775,681.8404182,1,0,1
5550,2775,712.3961486,2,7.888522259,2
5551,2776,1283.467635,1,0,1
5552,2776,1446.434947,2,4.863056246,2
5553,2777,1626.849901,1,0,1
5554,2777,2116.650156,2,9.302758138,2
5555,2778,1286.220525,1,0,1
5556,2778,1451.665174,2,9.664178978,2
5557,2779,652.9959493,1,0,1
5558,2779,724.0161941,2,11.33238649,2
5559,2780,0,1,0,1
5560,2780,52.5199866,2,52.5199866,2
5561,2781,1584.491785,1,0,1
5562,2781,2058.534221,2,8.520074649,2
5563,2782,0,1,0,1
5564,2782,18.46621782,2,18.46621782,2
5565,2783,448.0575289,1,0,1
5566,2783,785.8861646,2,75.05820581,2
5567,2784,0,1,0,1
5568,2784,18.78728253,2,18.78728253,2
5569,2785,114.0574834,1,0,1
5570,2785,135.8079063,2,17.46974452,2
5571,2786,410.8419297,1,0,1
5572,2786,477.4567918,2,2.507393336,2
5573,2787,0,1,0,1
5574,2787,819.1318069,2,385.1014697,2
5575,2788,642.8836583,1,0,1
5576,2788,681.4073277,2,7.888522259,2
5577,2789,428.280987,1,0,1
5578,2789,660.115152,2,27.73804,2
5579,2790,259.6005268,1,0,1
5580,2790,372.8877712,2,18.82924832,2
5581,2791,201.1680337,1,0,1
5582,2791,315.776042,2,18.82924832,2
5583,2792,157.8536848,1,0,1
5584,2792,244.0590073,2,26.77519115,2
5585,2793,562.5388878,1,0,1
5586,2793,724.5178902,2,11.33238649,2
5587,2794,1510.628647,1,0,1
5588,2794,1960.041098,2,8.520074649,2
5589,2795,581.014439,1,0,1
5590,2795,619.3341086,2,9.200343973,2
5591,2796,745.5640358,1,0,1
5592,2796,791.2293914,2,14.85453532,2
5593,2797,0,1,0,1
5594,2797,18.78728253,2,18.78728253,2
5595,2798,1728.735864,1,0,1
5596,2798,2196.178446,2,25.4205771,2
5597,2799,563.961148,1,0,1
5598,2799,577.3638431,2,29.68372555,2
5599,2800,462.5252454,1,0,1
5600,2800,670.7073962,2,27.73804,2
5601,2801,112.6445317,1,0,1
5602,2801,128.6756873,2,112.6445317,2
5603,2802,809.296095,1,0,1
5604,2802,860.8798548,2,9.851853896,2
5605,2803,499.8381533,1,0,1
5606,2803,562.7085271,2,6.061455244,2
5607,2804,1808.896945,1,0,1
5608,2804,2261.970092,2,25.4205771,2
5609,2805,479.7559127,1,0,1
5610,2805,512.2357041,2,13.26764176,2
5611,2806,218.2395595,1,0,1
5612,2806,232.5249441,2,7.792196106,2
5613,2807,0,1,0,1
5614,2807,78.48149565,2,78.48149565,2
5615,2840,0,1,0,1
5616,2840,0,1,0,1
5617,2841,0,1,0,1
5618,2841,0,1,0,1
5619,2984,0,1,0,1
5620,2984,0,1,0,1
5621,2985,0,1,0,1
5622,2985,0,1,0,1
5623,3086,0,1,0,1
5624,3086,0,1,0,1
5625,3087,0,1,0,1
5626,3087,0,1,0,1
5627,2808,1569.937932,1,0,1
5628,2808,2015.336448,2,15.1631584,2
5629,2809,337.7136136,1,0,1
5630,2809,384.994292,2,26.08062527,2
5631,2810,262.0057128,1,0,1
5632,2810,283.5406764,2,12.18378599,2
5633,2811,884.5365522,1,0,1
5634,2811,941.8138826,2,6.11851845,2
5635,2812,280.5449017,1,0,1
5636,2812,323.6238317,2,12.18378599,2
5637,2813,471.8006381,1,0,1
5638,2813,730.3328391,2,14.32328138,2
5639,2814,830.0864273,1,0,1
5640,2814,887.1894958,2,6.11851845,2
5641,2815,304.8119812,1,0,1
5642,2815,335.3535243,2,4.881466089,2
5643,2816,249.5533269,1,0,1
5644,2816,311.0616547,2,3.594921576,2
5645,2817,576.5911025,1,0,1
5646,2817,626.9162984,2,1.572645612,2
5647,2818,229.1419683,1,0,1
5648,2818,296.4412421,2,5.686664978,2
5649,2819,0,1,0,1
5650,2819,30.29968003,2,30.29968003,2
5651,2820,59.68556724,1,0,1
5652,2820,59.68556724,1,59.68556724,2
5653,2821,1635.43098,1,0,1
5654,2821,2068.777746,2,15.1631584,2
5655,2822,220.8844589,1,0,1
5656,2822,346.1878478,2,3.594921576,2
5657,2823,459.5595003,1,0,1
5658,2823,606.8543173,2,10.63265671,2
5659,2824,892.0928192,1,0,1
5660,2824,894.537263,2,2.978594371,2
5661,2825,932.1248128,1,0,1
5662,2825,984.0584588,2,2.978594371,2
5663,2826,1383.647485,1,0,1
5664,2826,1655.043958,2,159.6150854,2
5665,2827,259.0512571,1,0,1
5666,2827,313.5039552,2,46.81609589,2
5667,2828,955.7084513,1,0,1
5668,2828,1049.20412,2,12.55921764,2
5669,2829,388.0570093,1,0,1
5670,2829,740.737934,2,14.32328138,2
5671,2830,175.1008521,1,0,1
5672,2830,397.6607467,2,0.684036349,2
5673,2831,201.4879241,1,0,1
5674,2831,378.555907,2,30.95963408,2
5675,2832,1725.819676,1,0,1
5676,2832,2152.66507,2,22.4559527,2
5677,2833,0,1,0,1
5678,2833,37.5925449,2,37.5925449,2
5679,2834,524.9064549,1,0,1
5680,2834,579.9214861,2,1.572645612,2
5681,2835,288.5745155,1,0,1
5682,2835,360.0782318,2,31.130964,2
5683,2836,259.0437046,1,0,1
5684,2836,381.1165055,2,6.05530555,2
5685,2837,781.4688872,1,0,1
5686,2837,818.0343344,2,31.37218238,2
5687,2838,446.1843455,1,0,1
5688,2838,498.6496997,2,3.363660563,2
5689,2839,942.9166528,1,0,1
5690,2839,1050.363411,2,12.55921764,2
5691,2842,0,1,0,1
5692,2842,30.29968003,2,30.29968003,2
5693,2843,385.3211754,1,0,1
5694,2843,580.7260047,2,10.63265671,2
5695,2844,137.095725,1,0,1
5696,2844,426.3174165,2,0.684036349,2
5697,2845,0,1,0,1
5698,2845,154.238726,2,154.238726,2
5699,2846,1825.113248,1,0,1
5700,2846,2245.565393,2,28.15829629,2
5701,2847,56.2883081,1,0,1
5702,2847,289.8092902,2,56.2883081,2
5703,2848,224.2684467,1,0,1
5704,2848,250.8955781,2,34.72604182,2
5705,2849,628.0276152,1,0,1
5706,2849,685.7209682,2,31.37218238,2
5707,2850,287.0925099,1,0,1
5708,2850,311.7132584,2,21.97134903,2
5709,2851,311.3066952,1,0,1
5710,2851,692.102358,2,15.99129502,2
5711,2852,1038.745442,1,0,1
5712,2852,1209.791199,2,10.64990557,2
5713,2853,928.936656,1,0,1
5714,2853,946.359881,2,97.7012294,2
5715,2854,268.0500314,1,0,1
5716,2854,268.0500314,1,4.881466089,2
5717,2855,156.6187463,1,0,1
5718,2855,279.6255464,2,14.79418714,2
5719,2856,924.2121141,1,0,1
5720,2856,1094.859827,2,126.9223626,2
5721,2857,832.7092666,1,0,1
5722,2857,837.8126161,2,14.01728797,2
5723,2858,803.9198926,1,0,1
5724,2858,806.2719665,2,2.065513216,2
5725,2859,1050.964359,1,0,1
5726,2859,1171.256638,2,10.64990557,2
5727,2860,768.4429285,1,0,1
5728,2860,853.3202127,2,49.82756808,2
5729,2861,799.4052451,1,0,1
5730,2861,799.4271428,2,1.20088813,2
5731,2862,722.7020107,1,0,1
5732,2862,746.5869066,2,5.622080877,2
5733,2863,0,1,0,1
5734,2863,43.73750492,2,27.2020043,2
5735,2864,773.8506831,1,0,1
5736,2864,782.4492302,2,7.231392459,2
5737,2865,805.3027883,1,0,1
5738,2865,812.2052249,2,14.73126982,2
5739,2866,98.21021378,1,0,1
5740,2866,118.3973606,2,34.72604182,2
5741,2867,952.0909328,1,0,1
5742,2867,1137.714388,2,58.07100602,2
5743,2868,0,1,0,1
5744,2868,39.19279657,2,22.01961089,2
5745,2869,279.776118,1,0,1
5746,2869,292.713937,2,21.97134903,2
5747,2870,775.4045313,1,0,1
5748,2870,776.6599575,2,1.20088813,2
5749,2871,334.6072916,1,0,1
5750,2871,515.9131425,2,16.06029743,2
5751,2872,703.9480274,1,0,1
5752,2872,1067.238409,2,9.578293141,2
5753,2873,692.0900686,1,0,1
5754,2873,741.0054353,2,5.622080877,2
5755,2874,9.997598935,1,0,1
5756,2874,307.1627109,2,9.997598935,2
5757,2875,150.8421098,1,0,1
5758,2875,216.0858583,2,11.87336506,2
5759,2876,751.4628238,1,0,1
5760,2876,754.1669202,2,2.065513216,2
5761,2877,399.3948464,1,0,1
5762,2877,1162.039341,2,151.0390485,2
5763,2878,0,1,0,1
5764,2878,210.595938,2,56.2883081,2
5765,2879,735.1580488,1,0,1
5766,2879,740.6269817,2,4.202745893,2
5767,2880,730.5658736,1,0,1
5768,2880,751.4206129,2,6.06925229,2
5769,2881,14.40453949,1,0,1
5770,2881,22.01961089,2,14.40453949,2
5771,2882,16.73257408,1,0,1
5772,2882,326.8411622,2,8.479715809,2
5773,2883,0,1,0,1
5774,2883,40.23349946,2,40.23349946,2
5775,2884,713.6150966,1,0,1
5776,2884,730.0129472,2,5.724663897,2
5777,2885,806.4776115,1,0,1
5778,2885,865.7041392,2,5.646984962,2
5779,2886,723.5295509,1,0,1
5780,2886,975.8561445,2,9.578293141,2
5781,2887,712.231336,1,0,1
5782,2887,720.5224578,2,9.226939645,2
5783,2888,2016.532874,1,0,1
5784,2888,2068.774685,2,225.6950393,2
5785,2889,703.539046,1,0,1
5786,2889,715.4514154,2,5.724663897,2
5787,2890,1862.416167,1,0,1
5788,2890,2246.910594,2,69.67411563,2
5789,2891,728.0541579,1,0,1
5790,2891,766.023476,2,7.705825963,2
5791,2892,206.4242399,1,0,1
5792,2892,646.1774531,2,13.34728425,2
5793,2893,802.9961999,1,0,1
5794,2893,869.0942068,2,5.646984962,2
5795,2894,690.5280131,1,0,1
5796,2894,712.9231703,2,10.51876454,2
5797,2895,766.5160161,1,0,1
5798,2895,867.3644871,2,11.86012426,2
5799,2896,163.1651865,1,0,1
5800,2896,169.9934879,2,11.87336506,2
5801,2897,310.8672426,1,0,1
5802,2897,440.4877348,2,13.67588944,2
5803,2898,730.1020264,1,0,1
5804,2898,781.329601,2,6.763508488,2
5805,2899,720.4845083,1,0,1
5806,2899,806.514249,2,505.4328272,2
5807,2900,172.7990903,1,0,1
5808,2900,721.0900864,2,13.34728425,2
5809,2901,735.4393491,1,0,1
5810,2901,791.8208606,2,6.763508488,2
5811,2902,799.5634619,1,0,1
5812,2902,813.1845751,2,7.098193476,2
5813,2903,1158.436238,1,0,1
5814,2903,1542.920612,2,11.10159542,2
5815,2904,851.430216,1,0,1
5816,2904,1042.065201,2,14.30148378,2
5817,2905,148.9402158,1,0,1
5818,2905,162.640414,2,142.72832,2
5819,2906,212.9510666,1,0,1
5820,2906,254.7014164,2,22.5188288,2
5821,2907,311.0439192,1,0,1
5822,2907,378.2762653,2,49.19764404,2
5823,2908,257.1705196,1,0,1
5824,2908,367.4087716,2,257.1705196,2
5825,2909,750.8445843,1,0,1
5826,2909,768.9463967,2,7.098193476,2
5827,2910,0,1,0,1
5828,2910,39.19279657,2,14.40453949,2
5829,2911,1234.682734,1,0,1
5830,2911,1659.933875,2,64.97992191,2
5831,2912,0,1,0,1
5832,2912,170.9822524,2,5.665734606,2
5833,2913,751.4057387,1,0,1
5834,2913,839.4696227,2,165.8493238,2
5835,2914,731.1001333,1,0,1
5836,2914,796.6963126,2,15.40238499,2
5837,2915,1162.293937,1,0,1
5838,2915,1588.465689,2,11.10159542,2
5839,2916,705.9286912,1,0,1
5840,2916,720.2687244,2,7.459161186,2
5841,2917,648.1266417,1,0,1
5842,2917,651.8413077,2,6.19905135,2
5843,2918,0,1,0,1
5844,2918,40.23349946,2,40.23349946,2
5845,2919,131.728541,1,0,1
5846,2919,206.7021705,2,131.728541,2
5847,2920,860.084734,1,0,1
5848,2920,942.2055098,2,8.838538365,2
5849,2921,799.3558073,1,0,1
5850,2921,872.079967,2,8.838538365,2
5851,2922,15.33449326,1,0,1
5852,2922,98.01082331,2,15.33449326,2
5853,2923,841.8064712,1,0,1
5854,2923,1038.64553,2,14.30148378,2
5855,2924,784.7857705,1,0,1
5856,2924,862.508738,2,24.21998761,2
5857,2925,102.7730254,1,0,1
5858,2925,778.6481742,2,13.779265,2
5859,2926,133.4032089,1,0,1
5860,2926,590.3771146,2,28.30018357,2
5861,2927,0,1,0,1
5862,2927,12.96964397,2,12.96964397,2
5863,2928,323.4547903,1,0,1
5864,2928,399.7382595,2,13.11521584,2
5865,2929,2311.751131,1,0,1
5866,2929,2361.08171,2,12.13847681,2
5867,2930,644.6701174,1,0,1
5868,2930,654.8940785,2,7.459161186,2
5869,2931,2291.614556,1,0,1
5870,2931,2341.602182,2,12.13847681,2
5871,2932,115.8460568,1,0,1
5872,2932,164.3690655,2,6.512240743,2
5873,2933,0,1,0,1
5874,2933,21.48747702,2,21.48747702,2
5875,2934,954.9417076,1,0,1
5876,2934,1041.918858,2,7.360232305,2
5877,2935,875.577737,1,0,1
5878,2935,959.4864507,2,4.633630845,2
5879,2936,0,1,0,1
5880,2936,12.96964397,2,12.96964397,2
5881,2937,1008.84294,1,0,1
5882,2937,1018.960554,2,9.937146363,2
5883,2938,822.3617316,1,0,1
5884,2938,905.0538559,2,16.93147445,2
5885,2939,5.665734606,1,0,1
5886,2939,61.66808358,2,5.483751647,2
5887,2940,586.544717,1,0,1
5888,2940,586.9458429,2,6.19905135,2
5889,2941,129.1279082,1,0,1
5890,2941,198.9629802,2,23.87874675,2
5891,2942,998.2366509,1,0,1
5892,2942,1038.637351,2,5.617906267,2
5893,2943,184.3997582,1,0,1
5894,2943,201.7606942,2,22.5188288,2
5895,2944,570.3687973,1,0,1
5896,2944,577.3612617,2,18.67170889,2
5897,2945,43.91766142,1,0,1
5898,2945,120.7747147,2,5.483751647,2
5899,2946,589.8234959,1,0,1
5900,2946,596.0756264,2,7.574269149,2
5901,2947,871.628807,1,0,1
5902,2947,957.8887185,2,4.633630845,2
5903,2948,39.36362158,1,0,1
5904,2948,45.96903201,2,39.36362158,2
5905,2949,964.0930257,1,0,1
5906,2949,1064.935386,2,5.617906267,2
5907,2950,0,1,0,1
5908,2950,21.48747702,2,21.48747702,2
5909,2951,546.7774727,1,0,1
5910,2951,556.9926829,2,21.6650184,2
5911,2952,665.5470002,1,0,1
5912,2952,843.5746443,2,18.46539627,2
5913,2953,947.6800494,1,0,1
5914,2953,1123.71983,2,10.37675829,2
5915,2954,542.7476507,1,0,1
5916,2954,572.1115023,2,11.25085469,2
5917,2955,140.1387056,1,0,1
5918,2955,209.6605587,2,23.87874675,2
5919,2956,91.95301111,1,0,1
5920,2956,804.17961,2,13.779265,2
5921,2957,589.8543174,1,0,1
5922,2957,603.8964358,2,43.47684446,2
5923,2958,943.7176373,1,0,1
5924,2958,1205.298051,2,84.88434772,2
5925,2959,6.712781044,1,0,1
5926,2959,23.71313766,2,6.542190301,2
5927,2960,0,1,0,1
5928,2960,43.37545333,2,43.37545333,2
5929,2961,28.11418423,1,0,1
5930,2961,629.0504736,2,28.11418423,2
5931,2962,1937.49477,1,0,1
5932,2962,2284.212136,2,126.664932,2
5933,2963,73.92372386,1,0,1
5934,2963,114.2433566,2,6.512240743,2
5935,2964,343.2603668,1,0,1
5936,2964,357.0652166,2,9.369118026,2
5937,2965,532.3973274,1,0,1
5938,2965,533.8346633,2,13.52164827,2
5939,2966,914.2776351,1,0,1
5940,2966,1179.686913,2,9.341097147,2
5941,2967,365.1362762,1,0,1
5942,2967,774.0930265,2,82.64600649,2
5943,2968,314.1320609,1,0,1
5944,2968,383.94228,2,49.19764404,2
5945,2969,524.5346084,1,0,1
5946,2969,570.8183064,2,11.25085469,2
5947,2970,400.5795928,1,0,1
5948,2970,430.7331375,2,55.91816348,2
5949,2971,154.1460086,1,0,1
5950,2971,485.0358248,2,16.71431535,2
5951,2972,1047.77359,1,0,1
5952,2972,1283.114448,2,5.457204365,2
5953,2973,111.1729473,1,0,1
5954,2973,124.4982538,2,39.05713701,2
5955,2974,610.4751903,1,0,1
5956,2974,788.867493,2,18.46539627,2
5957,2975,101.5913172,1,0,1
5958,2975,1079.612605,2,5.565548917,2
5959,2976,0,1,0,1
5960,2976,210.595938,2,98.49454012,2
5961,2977,101.9063616,1,0,1
5962,2977,1118.071739,2,5.565548917,2
5963,2978,187.4481694,1,0,1
5964,2978,960.1446639,2,77.48429745,2
5965,2979,1060.578327,1,0,1
5966,2979,1269.615765,2,1.557953259,2
5967,2980,532.5127879,1,0,1
5968,2980,593.4597662,2,10.8160188,2
5969,2981,578.5499375,1,0,1
5970,2981,649.6595593,2,10.8160188,2
5971,2982,492.1670913,1,0,1
5972,2982,493.9048631,2,13.52164827,2
5973,2983,0,1,0,1
5974,2983,85.77820619,2,62.56861482,2
5975,2986,871.5156833,1,0,1
5976,2986,1136.888142,2,6.131747384,2
5977,2987,38.14723368,1,0,1
5978,2987,518.8277712,2,5.480952458,2
5979,2988,614.327097,1,0,1
5980,2988,694.1813538,2,8.496751585,2
5981,2989,172.4315297,1,0,1
5982,2989,174.4430084,2,36.67833185,2
5983,2990,647.9097103,1,0,1
5984,2990,729.6687445,2,8.496751585,2
5985,2991,0,1,0,1
5986,2991,43.37545333,2,43.37545333,2
5987,2992,463.8746364,1,0,1
5988,2992,466.7638498,2,13.16513331,2
5989,2993,556.1468917,1,0,1
5990,2993,712.4238477,2,76.88482848,2
5991,2994,950.4854542,1,0,1
5992,2994,1194.312233,2,90.90980575,2
5993,2995,388.6039296,1,0,1
5994,2995,642.7235286,2,16.42313845,2
5995,2996,1068.403643,1,0,1
5996,2996,1228.8576,2,1.557953259,2
5997,2997,268.3800728,1,0,1
5998,2997,348.6756547,2,8.823144128,2
5999,2998,0,1,0,1
6000,2998,637.8176799,2,28.11418423,2
6001,2999,0,1,0,1
6002,2999,4.916181177,2,4.916181177,2
6003,3000,847.6955596,1,0,1
6004,3000,1112.875555,2,1.66926276,2
6005,3001,76.43839593,1,0,1
6006,3001,80.19853678,2,7.316024575,2
6007,3002,535.3314859,1,0,1
6008,3002,610.3441698,2,5.608732715,2
6009,3003,433.0628262,1,0,1
6010,3003,476.5179063,2,13.62017809,2
6011,3004,669.3382248,1,0,1
6012,3004,754.8756786,2,6.214658609,2
6013,3005,117.4878432,1,0,1
6014,3005,237.4821048,2,39.05713701,2
6015,3006,827.5639061,1,0,1
6016,3006,1092.760884,2,6.131747384,2
6017,3007,857.4092847,1,0,1
6018,3007,933.2057124,2,71.39921642,2
6019,3008,442.4392164,1,0,1
6020,3008,834.3851404,2,9.670292861,2
6021,3009,346.1495451,1,0,1
6022,3009,647.8177337,2,16.42313845,2
6023,3010,217.2297552,1,0,1
6024,3010,357.4294553,2,16.50018234,2
6025,3011,589.6937818,1,0,1
6026,3011,779.9043674,2,95.52516651,2
6027,3012,565.7895199,1,0,1
6028,3012,647.8242298,2,7.95854897,2
6029,3013,492.3334394,1,0,1
6030,3013,563.0136827,2,5.608732715,2
6031,3014,179.9448867,1,0,1
6032,3014,260.1349195,2,4.199599462,2
6033,3015,402.129417,1,0,1
6034,3015,416.1540613,2,8.419984752,2
6035,3016,713.9153722,1,0,1
6036,3016,802.5894363,2,6.214658609,2
6037,3017,623.8022403,1,0,1
6038,3017,634.8439394,2,25.58011319,2
6039,3018,248.6588845,1,0,1
6040,3018,715.4968969,2,67.08212585,2
6041,3019,391.5748829,1,0,1
6042,3019,421.5795403,2,8.419984752,2
6043,3020,782.5521654,1,0,1
6044,3020,1047.603883,2,1.66926276,2
6045,3021,29.13660718,1,0,1
6046,3021,542.18402,2,5.480952458,2
6047,3022,409.4197497,1,0,1
6048,3022,844.9302775,2,9.670292861,2
6049,3023,511.8315502,1,0,1
6050,3023,591.5551295,2,12.80513846,2
6051,3024,552.5872595,1,0,1
6052,3024,644.2029786,2,25.58011319,2
6053,3025,0,1,0,1
6054,3025,4.916181177,2,4.916181177,2
6055,3026,775.5233808,1,0,1
6056,3026,1040.670376,2,7.373916652,2
6057,3027,1008.205956,1,0,1
6058,3027,1596.914374,2,7.646648964,2
6059,3028,786.8596209,1,0,1
6060,3028,1046.194103,2,10.70786613,2
6061,3029,708.318584,1,0,1
6062,3029,798.6000119,2,7.076630972,2
6063,3030,778.3913008,1,0,1
6064,3030,1014.484041,2,9.070762698,2
6065,3031,98.49454012,1,0,1
6066,3031,361.3568517,2,98.49454012,2
6067,3032,342.5306712,1,0,1
6068,3032,767.8036804,2,21.1722335,2
6069,3033,294.1590014,1,0,1
6070,3033,334.1389523,2,82.87387298,2
6071,3034,107.8764881,1,0,1
6072,3034,187.9178511,2,4.199599462,2
6073,3035,903.171921,1,0,1
6074,3035,1135.158662,2,4.686270555,2
6075,3036,526.921078,1,0,1
6076,3036,612.3365234,2,7.95854897,2
6077,3037,201.3171674,1,0,1
