OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,Buildings_ParcelID_DINS_ID_Build
28176,5636,1186,68.96166387,1,5578
28177,5636,1185,105.9319693,2,5578
28178,5636,1191,122.6294008,3,5578
28179,5636,1197,155.5223343,4,5578
28180,5636,1192,157.0281464,5,5578
28181,5637,1188,517.7673569,1,5579
28182,5637,1204,1165.31859,2,5579
28183,5637,1177,1231.038666,3,5579
28184,5637,1174,1289.053319,4,5579
28185,5637,1196,1318.586838,5,5579
28186,5638,1188,0,1,5580
28187,5638,1222,1006.440076,2,5580
28188,5638,1229,1116.132482,3,5580
28189,5638,1228,1205.542871,4,5580
28190,5638,1230,1369.837933,5,5580
28191,5639,1188,756.8914584,1,5581
28192,5639,1204,912.3982059,2,5581
28193,5639,1177,986.7497837,3,5581
28194,5639,1174,1048.04637,4,5581
28195,5639,1196,1062.327737,5,5581
28196,5640,1204,181.6830606,1,5582
28197,5640,1196,228.977657,2,5582
28198,5640,1177,288.6937608,3,5582
28199,5640,1174,350.6794166,4,5582
28200,5640,1187,363.4709767,5,5582
28201,5641,1187,16.24186973,1,5583
28202,5641,1192,161.8526212,2,5583
28203,5641,1196,164.0293795,3,5583
28204,5641,1185,208.9287636,4,5583
28205,5641,1186,266.1443339,5,5583
28206,5642,1189,0,1,5584
28207,5642,1198,218.3454268,2,5584
28208,5642,1216,552.9312895,3,5584
28209,5642,1217,552.9312895,3,5584
28210,5642,1213,670.1684246,4,5584
28211,5643,1188,198.8324556,1,5585
28212,5643,1222,844.1422301,2,5585
28213,5643,1229,1025.565725,3,5585
28214,5643,1228,1052.707554,4,5585
28215,5643,1230,1189.157608,5,5585
28216,5644,1190,0,1,5586
28217,5644,1194,53.98828716,2,5586
28218,5644,1195,53.98828716,2,5586
28219,5644,1201,263.5571212,3,5586
28220,5644,1206,477.3932858,4,5586
28221,5645,1194,12.7475737,1,5587
28222,5645,1195,12.7475737,1,5587
28223,5645,1190,52.5730481,2,5587
28224,5645,1201,365.296413,3,5587
28225,5645,1206,571.6772457,4,5587
28226,5646,1219,1070.414511,1,5588
28227,5646,1209,1399.417102,2,5588
28228,5646,1161,1720.512047,3,5588
28229,5646,1148,2187.147781,4,5588
28230,5646,1141,2249.494283,5,5588
28231,5647,1204,224.0452072,1,5589
28232,5647,1196,315.4945912,2,5589
28233,5647,1177,381.0347948,3,5589
28234,5647,1174,457.7494056,4,5589
28235,5647,1187,498.419912,5,5589
28236,5648,1188,576.5191423,1,5590
28237,5648,1204,1086.029799,2,5590
28238,5648,1177,1171.34829,3,5590
28239,5648,1174,1231.196424,4,5590
28240,5648,1196,1243.216711,5,5590
28241,5649,1189,7.568387892,1,5591
28242,5649,1198,230.6469628,2,5591
28243,5649,1216,532.7747329,3,5591
28244,5649,1217,532.7747329,3,5591
28245,5649,1213,676.3555081,4,5591
28246,5650,1191,6.115803507,1,5592
28247,5650,1197,36.94671849,2,5592
28248,5650,1202,141.4549098,3,5592
28249,5650,1205,184.9950032,4,5592
28250,5650,1186,221.8064326,5,5592
28251,5651,1213,506.173685,1,5593
28252,5651,1198,595.5751308,2,5593
28253,5651,1189,864.0821359,3,5593
28254,5651,1216,976.5231913,4,5593
28255,5651,1217,976.5231913,4,5593
28256,5652,1490,8343.332615,1,5594
28257,5652,1411,9108.72918,2,5594
28258,5652,1408,9135.581769,3,5594
28259,5652,1409,9135.581769,3,5594
28260,5652,1417,9165.65813,4,5594
